User,Content,Date
@Misty_Viper,"I hate Elon as much as the next guy, but using Starships abort to say that he's a failure is some of the stupidest shit I've ever seen. Bravo to the minds at SpaceX who managed to get Starship off the ground. I wish Elon didn't suck because SpaceX doesnt.","Apr 20, 2023 · 2:02 PM UTC"
@Toamastar,"Not defending Elon but anyone who says ""lol SpaceX is a failure cos rocket blew up"" doesn't understand how any of this works and looks like an idiot. If you want to shit on Elon, look at anything else he is doing because SpaceX is actually largely successful...","Apr 20, 2023 · 2:01 PM UTC"
@_twiter_sucks_,"Congratulations to Spacex, Elon, and every engineer who has worked YEARS to get Starship off the pad! What an incredible launch! This is what makes me most excited and hopeful for the future, you are all an incredible inspiration!","Apr 20, 2023 · 2:01 PM UTC"
@yourlordfritz,"I think Elon Musk should rename it #Starshit
#SpaceX
#StarshipLaunch","Apr 20, 2023 · 1:57 PM UTC"
@joyful_servant,Elon just launched a skyscraper into the clouds  #SpaceX,"Apr 20, 2023 · 1:56 PM UTC"
@DudeGeorg,"That guy literally finds a way to mental acrobat every single thing Elon does as success, even failures.
He is currently in the ""fuck around"" phase and at some point will get thrown under the bus just like Taibbi or Trumps most loyal supporters by Trump.","Apr 20, 2023 · 1:56 PM UTC"
@jbecompslns,"Looks like Elon isn't having a very great week. First, $TSLA numbers didn't hit the mark yesterday, today SpaceX has starship blow up.

I guess since it's 4/20 though, Elon at least can relieve his troubles with a good bong rip though. May help take the edge off.","Apr 20, 2023 · 1:56 PM UTC"
@DerGelbeMann,"Für den ersten Testflug klasse, #SpaceX. Weitere folgen. Während in Deutschland grünoide Seltsamitäten nichts besseres vorhaben, als Bürger kalt zu enteignen und ein Land in die #Subsistenzwirtschaft zurückzuführen, macht Elon Musk in den USA Geschichte. Deutschland ist am Arsch!","Apr 20, 2023 · 1:55 PM UTC"
@YurcikanE,"Spacex henüz borsaya kote değil.Şu anda TESLA ile finanse ediyor. Şöyle bir beklentimiz olabilir, Elon müthiş bir manipülatör olduğu için ve herkesin gözü spacex üstünde olduğu için halka arz edildiği zaman hisse piyasasının tepesinde yada son tepe aşamasına girdiğimizi varsyblrz","Apr 20, 2023 · 1:54 PM UTC"
@semiColin__,"HELL YEAH IT IS! Elon sucks tho, good thing he really doesn't profit off of SpaceX. It's still a massive money sink.","Apr 20, 2023 · 1:54 PM UTC"
@GucciOSRS,"Funniest part is maccas biggest impact is probably the transport, and also probably pollutes more than spacex for no major gain lmao.
Hate Elon but we kinda need rockets for tonnes if shit","Apr 20, 2023 · 1:53 PM UTC"
@swolecialism,we have to nationalize spacex because you can't hardly have a discussion about the cool shit they do without people thinking you are an elon slurper. they got a partial success off the first test flight of the most powerful rocket ever made. that's pretty cool!,"Apr 20, 2023 · 1:52 PM UTC"
@TrySmallBiz,Elon Musk is a Bad Ass. 🚀 @SpaceX,"Apr 20, 2023 · 1:52 PM UTC"
@nkpankie,"SpaceX is run by Gwynne Shotwell. Elon is the face of the company but this is not a statement about his leadership, so save your shitty takes. If you know anything about spaceflight you know this was a big success. Spaceflight is hard. Testing is necessary.","Apr 20, 2023 · 1:51 PM UTC"
@dh4onethingonly,"Dude, first test. Shit blows up. Elon’s got 100s of billions in the bank … build another one, try again. JFC, perfectionist much?","Apr 20, 2023 · 1:51 PM UTC"
@mamamaisonbleu,Why r the krassenstein sucking up to Elon?,"Apr 20, 2023 · 1:51 PM UTC"
@Iowa_IWW,"Quick reminder in light of the #SpaceX #Starship test, Elon Musk doesn't do shit. Workers made all of this happen. Better luck next time Comrades","Apr 20, 2023 · 1:51 PM UTC"
@RhysIW,I really wish SpaceX wasn’t overseen by Elon Musk because I think it’s really fucking cool,"Apr 20, 2023 · 1:50 PM UTC"
@NetEngMike,"Congratulations to the engineers and team (not Elon, he sucks) at @SpaceX for an incredible first flight! That was crazy to watch as Starship cleared the tower and headed down range.","Apr 20, 2023 · 1:49 PM UTC"
@stc83_,"how is anyone even kind of surprised by the SpaceX explosion?   

Elon Musk has the Midas touch of shit.","Apr 20, 2023 · 1:48 PM UTC"
@TheLegalV,Multi-planetary life is a pipedream of the worst order and anything of the sort led by Elon is a fucking nightmare.,"Apr 20, 2023 · 1:47 PM UTC"
@ItsAScraperG,"JUST IN — SpaceX’s Starship rocket exploded above the Gulf of Mexico this morning, minutes after lifting off from a launchpad in South Texas. The spacecraft failed to reach orbit, but it was not a fatal failure.

Before the launch, Elon Musk, the company’s founder, had tampe…","Apr 20, 2023 · 1:47 PM UTC"
@FreeWheelingTr2,That was INCREDIBLE! Thank you Elon for an amazing gift to the world!,"Apr 20, 2023 · 1:45 PM UTC"
@shitbruhhhh,Elon I love you,"Apr 20, 2023 · 1:44 PM UTC"
@FreeTobaccoCA,I knew Elon truly wanted to blaze on 4/20 #SpaceX,"Apr 20, 2023 · 1:43 PM UTC"
@AnnaZverina,"As Elon once said, ""Holy flying fuck, that thing took off.""","Apr 20, 2023 · 1:42 PM UTC"
@JudeoBaconEater,Elon's rocket go boom #SpaceX,"Apr 20, 2023 · 1:40 PM UTC"
@LLHallJ,Lol eat shit Elon #SpaceX,"Apr 20, 2023 · 1:40 PM UTC"
@MrDicksKite,#SpaceX Super Heavy just Elon Musked itself before separation.,"Apr 20, 2023 · 1:39 PM UTC"
@ReapersDream666,"I am always impressed by the rocket launches... I mean this one clearly didn't work.. separation fucked up.. but the best thing.. Elon Musk has absolutely NOTHING to do with anything.. apart from sign cheques. He's not a pioneer, the pioneers are the people who make them #SpaceX","Apr 20, 2023 · 1:39 PM UTC"
@Ricardo89952433,"Hey, it beat expectations! Knowing Elon's shitty management process, it should have exploded before even getting off the ground!","Apr 20, 2023 · 1:38 PM UTC"
@Ekim79450521,There’s no way Elon Musk doesn’t have a raging Boner right now! #SpaceX,"Apr 20, 2023 · 1:37 PM UTC"
@georgehahn,"In all fairness - while Elon sucks at running Twitter - SpaceX is kind of fantastic. I’m watching the launch, and it’s thrilling.","Apr 20, 2023 · 1:36 PM UTC"
@Chris93874959,1.5m people watching is kinda crazy as fuck elon,"Apr 20, 2023 · 1:34 PM UTC"
@harveybookr,SpaceX finally launched. Elon doing some shit! Outside Twitter of course.,"Apr 20, 2023 · 1:34 PM UTC"
@Defnotaspoof,"Holy fuck 

Go spacex. Go Elon.","Apr 20, 2023 · 1:34 PM UTC"
@coryandtreezy,"I don't like Elon but SpaceX doesn't bother me much except that it's a privatized ICBM producer with extreme accuracy techs, but I'm ok with them launching that penis successfully","Apr 20, 2023 · 1:22 PM UTC"
@Titor2035,How is this ass kissing? You can hate Elon and still appreciate what SpaceX is trying to pull off.  I'm no fan of Krassen but I will share this moment with him.,"Apr 20, 2023 · 1:20 PM UTC"
@KrumelsBunker,"How much coin would Elon make if SpaceX went public?
I’d buy that shit.","Apr 20, 2023 · 1:19 PM UTC"
@JimTussing,Starship AI: “Good morning Elon. I overhead some of the mission specialists indicating that part of today’s mission is a ‘hard landing at sea’. Is there anything you forgot to tell me?”,"Apr 20, 2023 · 1:09 PM UTC"
@DanielOCL,Fuck you Elon! Go SpaceX!,"Apr 20, 2023 · 12:58 PM UTC"
@David_Self_III,"Can you imagine you're this super intense crazy ass focused astronaut. Top of your class, 150 IQ.. You're about to board this prototype rocket and Elon Musk walks up to you and says ""wanna hit this?"" <passes you a big ass blunt> hahahhahaa. I don't smoke, but I would say yes :D","Apr 20, 2023 · 11:19 AM UTC"
@TheCardNexus,Lol what fucking nonsense. They aren't launching today because it's 420 but Elon has made it clear his references to 420 are pot related and have been for years. There was literally a lawsuit over one of them.,"Apr 20, 2023 · 9:47 AM UTC"
@wrldweknow,Don’t say a Single bad thing about Elon in front of this guy he might fucking explode 😂 gobble gobble!!,"Apr 20, 2023 · 8:39 AM UTC"
@Camaro1611,"My dad helped build the Falcon 9, I’m pretty sure that’s the one he built. He passed away in 2017. SpaceX took good care of my mom, even sent her a bouquet. Thank you for that, I had the pleasure of touring the SpaceX hangar in Torrance, CA before his passing. Thank you, Elon.","Apr 20, 2023 · 8:33 AM UTC"
@BushyCastleman,SpaceX. Amazing what south Africa's can achieve if they don't have to work under ANC racist laws. Go Elon,"Apr 20, 2023 · 7:56 AM UTC"
@justusecomsense,"So excited, even if it blows up, be one of biggest explosions outside of a nuclear bomb.  U have to respect Elon!  He’s not afraid to fail!  Learns from it. Say what u want about Elon, he’s our Einstein with the biggest balls on the planet! 50/50.  Says fuck it, let’s go!","Apr 20, 2023 · 6:51 AM UTC"
@Yashh_kr,"Today is 4/20 ,final date for removing legacy Blue checks, SpaceX's Starship launch date 🚀
and also Elon Musk's birthday is in 69 days.

haha 4/20 is really special.🍿","Apr 20, 2023 · 5:05 AM UTC"
@Dadto7Tech,"Why not?
 Don't say ""launch windows""
That sky is always open, do the math and figure out how to hit one of those times. 
You don't have to be a pot head to think it would be funny. And would probably be good PR with people being fed negative horse shit about Elon.","Apr 20, 2023 · 4:47 AM UTC"
@rustyhalo1978,Elon has a total boner for that rocket.,"Apr 20, 2023 · 4:21 AM UTC"
@OneCalledTheo,"If Elon were halfway competent, Twitter would be turning a profit, not bleeding some of the biggest users on the platform 

Fuck, if he were *halfway* competent, he would've kept his fuckin' mouth shut and coasted on the successes of the scientists he hired for SpaceX and Tesla.","Apr 20, 2023 · 3:38 AM UTC"
@ShastinaFree,"Kudos, Elon 👋🏼👋🏼👋🏼 Amazing Space Photo!","Apr 20, 2023 · 1:22 AM UTC"
@SlothInManSuit,"Nobody cares about Elon re; Tesla and SpaceX. 

The former thing is way more important, and it also looks fucking stupid.","Apr 20, 2023 · 1:09 AM UTC"
